/////////////////////////////////////

Item List
2019/10/18 01:29:57

/////////////////////////////////////

ID,RegisterName,UnlocalizedName,MaxDamage,MaxStackSize
521,RTM:rtm:steelSlab,tile.rtm:steelSlab,0,64
522,RTM:rtm:brickSlab,tile.rtm:brickSlab,0,64
523,RTM:rtm:brickDoubleSlab,tile.rtm:brickSlab,0,64
524,RTM:rtm:steelMaterial,tile.rtm:steelMaterial,0,64
525,RTM:scaffold,tile.rtm:scaffold,0,64
526,RTM:scaffold_stairs,tile.rtm:scaffoldStairs,0,64
527,RTM:framework,tile.rtm:framework,0,64
528,RTM:paint,tile.rtm:paint,0,64
529,RTM:flag,tile.rtm:flag,0,64
530,RTM:effect,tile.rtm:effect,0,64
531,cfm:lampon,tile.lampon,0,64
532,cfm:lampoff,tile.lampoff,0,64
533,cfm:coffetablewood,tile.coffetablewood,0,64
534,cfm:coffetablestone,tile.coffetablestone,0,64
535,cfm:tablewood,tile.tablewood,0,64
536,cfm:tablestone,tile.tablestone,0,64
537,cfm:chairwood,tile.chairwood,0,64
538,cfm:chairstone,tile.chairstone,0,64
539,cfm:freezer,tile.freezer,0,64
540,cfm:fridge,tile.fridge,0,64
541,cfm:cabinet,tile.cabinet,0,64
542,cfm:couch,tile.couch,0,64
543,cfm:blindon,tile.blindon,0,64
544,cfm:blindoff,tile.blindoff,0,64
545,cfm:curtainon,tile.curtainon,0,64
546,cfm:curtainoff,tile.curtainoff,0,64
547,cfm:bedsidecabinet,tile.bedsidecabinet,0,64
548,cfm:oven,tile.oven,0,64
549,cfm:ovenoverhead,tile.ovenoverhead,0,64
550,cfm:hedge,tile.hedge,0,64
551,cfm:birdbath,tile.birdbath,0,64
552,cfm:stonepath,tile.stonepath,0,64
553,cfm:whitefence,tile.whitefence,0,64
554,cfm:tap,tile.tap,0,64
555,cfm:mailbox,tile.mailbox,0,64
556,cfm:tv,tile.tv,0,64
557,cfm:computer,tile.computer,0,64
558,cfm:printer,tile.printer,0,64
559,cfm:electricfence,tile.electricfence,0,64
560,cfm:doorbell,tile.doorbell,0,64
561,cfm:firealarmoff,tile.firealarmoff,0,64
562,cfm:firealarmon,tile.firealarmon,0,64
563,cfm:ceilinglightoff,tile.ceilinglightoff,0,64
564,cfm:ceilinglighton,tile.ceilinglighton,0,64
565,cfm:stereo,tile.stereo,0,64
566,cfm:toilet,tile.toilet,0,64
567,cfm:basin,tile.basin,0,64
568,cfm:wallcabinet,tile.wallcabinet,0,64
569,cfm:bath1,tile.bath1,0,64
570,cfm:bath2,tile.bath2,0,64
571,cfm:showerbottom,tile.showerbottom,0,64
572,cfm:showertop,tile.showertop,0,64
573,cfm:showerheadoff,tile.showerheadoff,0,64
574,cfm:showerheadon,tile.showerheadon,0,64
575,cfm:bin,tile.bin,0,64
576,cfm:present,tile.present,0,64
577,cfm:tree,tile.tree,0,64
578,cfm:toaster,tile.toaster,0,64
579,cfm:microwave,tile.microwave,0,64
580,cfm:washingmachine,tile.washingmachine,0,64
581,cfm:cookiejar,tile.cookiejar,0,64
582,cfm:blender,tile.blender,0,64
583,cfm:plate,tile.plate,0,64
584,cfm:cup,tile.cup,0,64
585,cfm:counterdoored,tile.counterdoored,0,64
586,cfm:countersink,tile.countersink,0,64
587,cfm:dishwasher,tile.dishwasher,0,64
588,cfm:kitchencabinet,tile.kitchencabinet,0,64
589,cfm:choppingboard,tile.choppingboard,0,64
590,cfm:barstool,tile.barstool,0,64
591,cfm:hey,tile.hey,0,64
592,cfm:nyan,tile.nyan,0,64
593,cfm:pattern,tile.pattern,0,64
594,cfm:yellowGlow,tile.yellowGlow,0,64
595,cfm:whiteGlass,tile.whiteGlass,0,64
596,stationsMod:NotoMod.stationMaterial,tile.NotoMod.stationMaterial,0,64
597,stationsMod:NotoMod.stationFence,tile.NotoMod.stationFence,0,64
598,stationsMod:NotoMod.blockPillar,tile.NotoMod.stationPillar,0,64
599,stationsMod:NotoMod.namePlate,tile.NotoMod.namePlate,0,64
600,stationsMod:NotoMod.ticketMachine,tile.NotoMod.ticketMachine,0,64
601,stationsMod:NotoMod.railToy,tile.NotoMod.toyRail,0,64
602,stationsMod:NotoMod.shutter,tile.NotoMod.shutter,0,64
603,BambooMod:bamboo,tile.bamboo,0,64
604,BambooMod:bamboosingle,tile.bamboosingle,0,64
605,BambooMod:bamboo2,tile.bamboo2,0,64
606,BambooMod:blockbambooshoot,tile.blockbambooshoot,0,64
607,BambooMod:singleTexDeco,tile.singleTexDeco,0,64
608,BambooMod:kitunebi,tile.kitunebi,0,64
609,BambooMod:jpChest,tile.jpChest,0,64
610,BambooMod:dirSquare,tile.dirSquare,0,64
611,BambooMod:halfDirSquare,tile.halfDirSquare,0,64
612,BambooMod:andon,tile.andon,0,64
613,BambooMod:bambooPanel,tile.bambooPanel,0,64
614,BambooMod:sakuraLeaves,tile.sakuraLeaves,0,64
615,BambooMod:sakuraSapling,tile.sakuraSapling,0,64
616,BambooMod:kayabukiRoof,tile.kayabukiRoof,0,64
617,BambooMod:spaWater,tile.spaWater,0,64
618,BambooMod:spaUnit,tile.spaUnit,0,64
619,BambooMod:sakuraLog,tile.sakuraLog,0,64
620,BambooMod:delude_width,tile.delude_width,0,64
621,BambooMod:delude_height,tile.delude_height,0,64
622,BambooMod:delude_stair,tile.delude_stair,0,64
623,BambooMod:campfire,tile.campfire,0,64
624,BambooMod:deco,tile.deco,0,64
625,BambooMod:halfDeco,tile.halfDeco,0,64
626,BambooMod:twoDirDeco,tile.twoDirDeco,0,64
627,BambooMod:halfTwoDirDeco,tile.halfTwoDirDeco,0,64
628,BambooMod:kawara_stair,tile.kawara_stair,0,64
629,BambooMod:wara_stair,tile.wara_stair,0,64
630,BambooMod:decoCarpet,tile.decoCarpet,0,64
631,BambooMod:thickSakuraPillar,tile.thickSakuraPillar,0,64
632,BambooMod:thinSakuraPillar,tile.thinSakuraPillar,0,64
633,BambooMod:thickOrcPillar,tile.thickOrcPillar,0,64
634,BambooMod:thinOrcPillar,tile.thinOrcPillar,0,64
635,BambooMod:thickSprucePillar,tile.thickSprucePillar,0,64
636,BambooMod:thinSprucePillar,tile.thinSprucePillar,0,64
637,BambooMod:thickBirchPillar,tile.thickBirchPillar,0,64
638,BambooMod:thinBirchPillar,tile.thinBirchPillar,0,64
639,BambooMod:delude_plate,tile.delude_plate,0,64
640,BambooMod:ricePlant,tile.ricePlant,0,64
641,BambooMod:bambooMillStone,tile.bambooMillStone,0,64
642,BambooMod:bambooMoss,tile.bambooMoss,0,64
643,BambooMod:bambooMultiPot,tile.bambooMultiPot,0,64
644,BambooMod:blobkbroom,tile.blobkbroom,0,64
645,BambooMod:bamboohuton,tile.bamboohuton,0,64
646,BambooMod:bamboomultiblock,tile.bamboomultiblock,0,64
647,BambooMod:alphamultiblock,tile.alphamultiblock,0,64
648,BambooMod:sakuracarpet,tile.sakuracarpet,0,64
649,BambooMod:decoPlaster,tile.decoPlaster,0,64
650,BambooMod:decoCurvePlaster,tile.decoCurvePlaster,0,64
651,BambooMod:decoDCurvePlaster,tile.decoDCurvePlaster,0,64
652,BambooMod:seaweed,tile.seaweed,0,64
653,BambooMod:beanPlant,tile.beanPlant,0,64
654,BambooMod:tomatoPlant,tile.tomatoPlant,0,64
655,BambooMod:villagerBlock,tile.villagerBlock,0,1
656,BambooMod:crossLamp,tile.crossLamp,0,64
657,BambooMod:bambooLiangThick,tile.bambooLiangThick,0,64
658,BambooMod:bambooLiangVLogThick,tile.bambooLiangVLogThick,0,64
659,BambooMod:bambooLiangVLog2Thick,tile.bambooLiangVLog2Thick,0,64
660,BambooMod:bambooLiangVWoodThick,tile.bambooLiangVWoodThick,0,64
661,BambooMod:bambooLiangThin,tile.bambooLiangThin,0,64
662,BambooMod:bambooLiangVLogThin,tile.bambooLiangVLogThin,0,64
663,BambooMod:bambooLiangVLog2Thin,tile.bambooLiangVLog2Thin,0,64
664,BambooMod:bambooLiangVWoodThin,tile.bambooLiangVWoodThin,0,64
665,BambooMod:maneki,tile.maneki,0,64
666,customnpcs:npcRedstoneBlock,tile.npcRedstoneBlock,0,64
667,customnpcs:npcCarpentyBench,tile.npcCarpentyBench,0,64
668,customnpcs:npcMailbox,tile.npcMailbox,0,64
669,customnpcs:npcWaypoint,tile.npcLocationBlock,0,64
670,customnpcs:npcBorder,tile.npcBorder,0,64
671,customnpcs:npcBloodBlock,tile.npcBloodBlock,0,64
672,customnpcs:npcBanner,tile.npcBanner,0,64
673,customnpcs:npcWallBanner,tile.npcWallBanner,0,64
674,customnpcs:npcTallLamp,tile.npcTallLamp,0,64
675,customnpcs:npcChair,tile.npcChair,0,64
676,customnpcs:npcCrate,tile.npcCrate,0,64
677,customnpcs:npcWeaponRack,tile.npcWeaponRack,0,64
678,customnpcs:npcCouchWool,tile.npcCouchWool,0,64
679,customnpcs:npcCouchWood,tile.npcCouchWood,0,64
680,customnpcs:npcTable,tile.npcTable,0,64
681,customnpcs:npcStool,tile.npcStool,0,64
682,customnpcs:npcPlaceholder,tile.npcPlaceholder,0,64
683,customnpcs:npcBigSign,tile.npcBigSign,0,64
684,customnpcs:npcBarrel,tile.npcBarrel,0,64
685,customnpcs:npcTombstone,tile.npcTombstone,0,64
686,customnpcs:npcShelf,tile.npcShelf,0,64
687,customnpcs:npcSign,tile.npcSign,0,64
688,customnpcs:npcBeam,tile.npcBeam,0,64
689,customnpcs:npcBook,item.book,0,64
690,customnpcs:npcPedestal,tile.npcPedestal,0,64
691,customnpcs:npcCrystalBlock,item.npcCrystal,0,64
692,customnpcs:npcCampfire,tile.npcCampfire,0,64
693,customnpcs:npcLamp,tile.npcCandle,0,64
694,customnpcs:npcCandle,tile.npcLamp,0,64
695,customnpcs:npcCampfireUnlit,tile.npcCampfire,0,64
696,customnpcs:npcLampUnlit,tile.npcCandle,0,64
697,customnpcs:npcCandleUnlit,tile.npcLamp,0,64
698,oe:Udon00,tile.udon00,0,64
699,oe:Udon01,tile.udon01,0,64
700,oe:Udon06,tile.udon06,0,64
701,oe:Udon07,tile.udon07,0,64
702,oe:Udon10,tile.udon10,0,64
703,oe:Udon12,tile.udon12,0,64
704,oe:Udon14,tile.udon14,0,64
705,oe:Udon19,tile.udon19,0,64
706,oe:Udon22,tile.udon22,0,64
707,oe:Udon23,tile.udon23,0,64
708,oe:Udon30,tile.udon30,0,64
709,oe:Udon31,tile.udon31,0,64
710,oe:Udon32,tile.udon32,0,64
711,oe:Udon33,tile.udon33,0,64
712,oe:Udon34,tile.udon34,0,64
713,oe:Udon35,tile.udon35,0,64
714,oe:Udon36,tile.udon36,0,64
715,oe:Udon37,tile.udon37,0,64
716,oe:Udon38,tile.udon38,0,64
717,oe:Udon39,tile.udon39,0,64
718,oe:Udon40,tile.udon40,0,64
719,oe:Udon41,tile.udon41,0,64
720,oe:Udon42,tile.udon42,0,64
721,oe:Udon43,tile.udon43,0,64
722,oe:Udon44,tile.udon44,0,64
723,oe:Udon45,tile.udon45,0,64
724,oe:Udon46,tile.udon46,0,64
725,oe:Udon502,tile.udon502,0,64
726,oe:Udon503,tile.udon503,0,64
727,oe:Udon504,tile.udon504,0,64
728,oe:Udon505,tile.udon505,0,64
729,oe:Udon508,tile.udon508,0,64
730,oe:Udon509,tile.udon509,0,64
731,oe:Udon511,tile.udon511,0,64
732,oe:Udon513,tile.udon513,0,64
733,oe:Udon516,tile.udon516,0,64
734,oe:Udon517,tile.udon517,0,64
735,oe:Udon518,tile.udon518,0,64
736,oe:Udon521,tile.udon521,0,64
737,oe:BlackConcrete,tile.blackConcrete,0,64
738,oe:BlackTiles,tile.blackTiles,0,64
739,oe:HorizontalBlack,tile.horizontalBlack,0,64
740,oe:NoiseBarrier,tile.noiseBarrier,0,64
741,oe:SmoothStoneBlack,tile.smoothstoneBlack,0,64
742,oe:SmoothStoneWhite,tile.smoothstoneWhite,0,64
743,oe:VerticalBlack,tile.verticalBlack,0,64
744,oe:WhiteConcrete,tile.whiteConcrete,0,64
745,oe:WhiteTiles,tile.whiteTiles,0,64
746,oe:WhiteWall,tile.whiteWall,0,64
747,oe:YellowTiles,tile.yellowTiles,0,64
748,roadstuff:asphaltLine,tile.asphaltLine,0,64
749,roadstuff:asphaltYCross,tile.asphaltYCross,0,64
750,roadstuff:asphaltYCrossYellow,tile.asphaltYCrossYellow,0,64
751,roadstuff:asphaltXCrossYellow,tile.asphaltXCrossYellow,0,64
752,roadstuff:asphaltXCross,tile.asphaltXCross,0,64
753,roadstuff:asphaltBlock,tile.asphaltBlock,0,64
754,roadstuff:asphaltCorner,tile.asphaltCorner,0,64
755,roadstuff:asphaltCorner2,tile.asphaltCorner2,0,64
756,roadstuff:asphaltCorner3,tile.asphaltCorner3,0,64
757,roadstuff:asphaltArrow,tile.asphaltArrow,0,64
758,roadstuff:asphaltArrow2,tile.asphaltArrow2,0,64
759,roadstuff:asphaltWordExit,tile.asphaltWord1,0,64
760,roadstuff:singleSlabAsphalt,tile.slabAsphalt,0,64
761,roadstuff:doubleSlabAsphalt,tile.slabAsphalt,0,64
762,roadstuff:singleSlabAsphaltLine,tile.slabAsphaltLine,0,64
763,roadstuff:doubleSlabAsphaltLine,tile.slabAsphaltLine,0,64
764,roadstuff:singleSlabAsphaltCorner,tile.slabAsphaltCorner,0,64
765,roadstuff:doubleSlabAsphaltCorner,tile.slabAsphaltCorner,0,64
766,roadstuff:singleSlabAsphaltCornerDouble,tile.slabAsphaltCornerDouble,0,64
767,roadstuff:doubleSlabAsphaltCornerDouble,tile.slabAsphaltCornerDouble,0,64
768,roadstuff:concreteBlock,tile.concreteBlock,0,64
769,roadstuff:concreteLine,tile.concreteLine,0,64
770,roadstuff:concreteYCross,tile.concreteYCross,0,64
771,roadstuff:concreteXCross,tile.concreteXCross,0,64
772,roadstuff:concreteYCrossYellow,tile.concreteYCrossYellow,0,64
773,roadstuff:concreteXCrossYellow,tile.concreteXCrossYellow,0,64
774,roadstuff:concreteCorner,tile.concreteCorner,0,64
775,roadstuff:concreteCorner2,tile.concreteCorner2,0,64
776,roadstuff:concreteCorner3,tile.concreteCorner3,0,64
777,roadstuff:concreteArrow,tile.concreteArrow,0,64
778,roadstuff:concreteArrow2,tile.concreteArrow2,0,64
779,roadstuff:singleSlabConcrete,tile.slabConcrete,0,64
780,roadstuff:doubleSlabConcrete,tile.slabConcrete,0,64
781,roadstuff:singleSlabConcreteLine,tile.slabConcreteLine,0,64
782,roadstuff:doubleSlabConcreteLine,tile.slabConcreteLine,0,64
783,roadstuff:singleSlabConcreteCorner,tile.slabConcreteCorner,0,64
784,roadstuff:doubleSlabConcreteCorner,tile.slabConcreteCorner,0,64
785,roadstuff:singleSlabConcreteCornerDouble,tile.slabConcreteCornerDouble,0,64
786,roadstuff:doubleSlabConcreteCornerDouble,tile.slabConcreteCornerDouble,0,64
787,roadstuff:bitumenOre,tile.bitumenOre,0,64
788,roadstuff:cone,tile.cone,0,64
789,roadstuff:bitumenBlock,tile.bitumenBlock,0,64
790,roadstuff:trafficSign,tile.trafficSign,0,64
791,roadstuff:reflector,tile.reflector,0,64
792,Railcraft:fluid.creosote,tile.railcraft.fluid.creosote,0,64
793,Railcraft:fluid.steam,tile.railcraft.fluid.steam,0,64
794,Railcraft:residual.heat,tile.railcraft.residual.heat,0,64
795,Railcraft:cube,tile.railcraft.cube,0,64
796,Railcraft:anvil,tile.railcraft.anvil,0,64
797,Railcraft:machine.alpha,tile.railcraft.machine.alpha,0,64
798,Railcraft:machine.beta,tile.railcraft.machine.beta,0,64
799,Railcraft:track,tile.railcraft.track,0,64
800,Railcraft:track.elevator,tile.railcraft.track.elevator,0,64
801,Railcraft:signal,tile.railcraft.signal,0,64
802,Railcraft:stair,tile.railcraft.stair,0,64
803,Railcraft:slab,tile.railcraft.slab,0,64
804,Railcraft:lantern.stone,tile.railcraft.lantern.stone,0,64
805,Railcraft:lantern.metal,tile.railcraft.lantern.metal,0,64
806,Railcraft:brick.abyssal,tile.railcraft.brick.abyssal,0,64
807,Railcraft:brick.bleachedbone,tile.railcraft.brick.bleachedbone,0,64
808,Railcraft:brick.bloodstained,tile.railcraft.brick.bloodstained,0,64
809,Railcraft:brick.frostbound,tile.railcraft.brick.frostbound,0,64
810,Railcraft:brick.infernal,tile.railcraft.brick.infernal,0,64
811,Railcraft:brick.quarried,tile.railcraft.brick.quarried,0,64
812,Railcraft:brick.sandy,tile.railcraft.brick.sandy,0,64
813,Railcraft:brick.nether,tile.railcraft.brick.nether,0,64
814,Railcraft:post,tile.railcraft.post,0,64
815,Railcraft:post.metal,tile.railcraft.post.metal,0,64
816,Railcraft:post.metal.platform,tile.railcraft.post.metal.platform,0,64
817,Railcraft:wall.alpha,tile.railcraft.wall.alpha,0,64
818,Railcraft:wall.beta,tile.railcraft.wall.beta,0,64
819,Railcraft:glass,tile.railcraft.glass,0,64
820,Railcraft:detector,tile.railcraft.detector,0,64
821,Railcraft:machine.gamma,tile.railcraft.machine.gamma,0,64
822,Railcraft:machine.epsilon,tile.railcraft.machine.epsilon,0,64
823,Railcraft:ore,tile.railcraft.ore,0,64
824,Railcraft:worldlogic,tile.railcraft.worldlogic,0,64
825,Railcraft:firestone.recharge,tile.railcraft.firestone.recharge,0,64
826,Railcraft:frame,tile.railcraft.frame,0,64
827,Railcraft:machine.delta,tile.railcraft.machine.delta,0,64
828,ForgeRelocation:relocation.blockmovingrow,tile.relocation.blockmovingrow,0,64
829,MCFrames:mcframes.motor,tile.mcframes.motor,0,64
830,MCFrames:mcframes.frame,tile.mcframes.frame,0,64
831,mfw:MFW.FerrisCore,tile.FerrisCore,0,64
832,mfw:MFW.FerrisConstructor,tile.FerrisConstructor,0,64
833,mfw:MFW.FerrisBasketConstructor,tile.FerrisBasketConstructor,0,64
834,mfw:MFW.FerrisConnector,tile.FerrisConnector,0,64
835,mfw:MFW.FerrisSupporter,tile.FerrisSupporter,0,64
836,mfw:MFW.FerrisRemoteController,tile.FerrisRemoteController,0,64
837,mfw:MFW.FileManager,tile.FerrisFileManager,0,64
838,mfw:MFW.Cutter,tile.FerrisCutter,0,64
839,mfw:MFW.chunkLoader,tile.FerrisChunkLoader,0,64
840,mfw:MFW.SeatToSit,tile.FerrisSeatToSit,0,64
841,mfw:MFW.BlockSyabuNabe,tile.blockSyabuNabe,0,64
842,modelcitizens:blockModelCitizen,tile.blockModelCitizen,0,64
843,ProjRed|Exploration:projectred.exploration.ore,tile.projectred.exploration.ore,0,64
844,ProjRed|Exploration:projectred.exploration.stone,tile.projectred.exploration.stone,0,64
845,ProjRed|Exploration:projectred.exploration.stonewalls,tile.projectred.exploration.stonewalls,0,64
846,ProjRed|Exploration:projectred.exploration.lily,tile.projectred.exploration.lily,0,64
847,ProjRed|Exploration:projectred.exploration.barrel,tile.projectred.exploration.barrel,0,64
848,ProjRed|Fabrication:projectred.integration.icblock,tile.projectred.integration.icblock,0,64
849,ProjRed|Illumination:projectred.illumination.lamp,tile.projectred.illumination.lamp,0,64
850,ProjRed|Illumination:projectred.illumination.airousLight,tile.projectred.illumination.airousLight,0,64
851,ProjRed|Expansion:projectred.expansion.machine1,tile.projectred.expansion.machine1,0,64
852,ProjRed|Expansion:projectred.expansion.machine2,tile.projectred.expansion.machine2,0,64
2256,minecraft:record_13,item.record,0,1
2257,minecraft:record_cat,item.record,0,1
2258,minecraft:record_blocks,item.record,0,1
2259,minecraft:record_chirp,item.record,0,1
2260,minecraft:record_far,item.record,0,1
2261,minecraft:record_mall,item.record,0,1
2262,minecraft:record_mellohi,item.record,0,1
2263,minecraft:record_stal,item.record,0,1
2264,minecraft:record_strad,item.record,0,1
2265,minecraft:record_ward,item.record,0,1
2266,minecraft:record_11,item.record,0,1
2267,minecraft:record_wait,item.record,0,1
4096,NGTLib:protection_key,item.protection_key,0,1
4097,MCTE:editor,item.mcte:editor,0,1
4098,MCTE:generator,item.mcte:generator,0,1
4099,MCTE:painter,item.mcte:painter,0,1
4100,MCTE:item_miniature,item.mcte:itemMiniature,0,1
4101,antiqueatlas:antiqueAtlas,item.antiqueAtlas,0,64
4102,antiqueatlas:emptyAntiqueAtlas,item.emptyAntiqueAtlas,0,64
4103,ArchitectureCraft:sawblade,item.architecturecraft:sawblade,0,64
4104,ArchitectureCraft:largePulley,item.architecturecraft:largePulley,0,64
4105,ArchitectureCraft:chisel,item.architecturecraft:chisel,0,1
4106,ArchitectureCraft:hammer,item.architecturecraft:hammer,0,1
4107,ArchitectureCraft:cladding,item.architecturecraft:cladding,0,64
4108,armourersWorkshop:equipmentSkinTemplate,item.armourersworkshop:equipmentSkinTemplate.0,0,64
4109,armourersWorkshop:equipmentSkin,item.armourersworkshop:equipmentSkin,0,1
4110,armourersWorkshop:paintbrush,item.armourersworkshop:paintbrush,0,1
4111,armourersWorkshop:paintRoller,item.armourersworkshop:paintRoller,0,1
4112,armourersWorkshop:colourPicker,item.armourersworkshop:colourPicker,0,1
4113,armourersWorkshop:burnTool,item.armourersworkshop:burnTool,0,1
4114,armourersWorkshop:dodgeTool,item.armourersworkshop:dodgeTool,0,1
4115,armourersWorkshop:colourNoiseTool,item.armourersworkshop:colourNoiseTool,0,1
4116,armourersWorkshop:shadeNoiseTool,item.armourersworkshop:shadeNoiseTool,0,1
4117,armourersWorkshop:hueTool,item.armourersworkshop:hueTool,0,1
4118,armourersWorkshop:blockMarker,item.armourersworkshop:blockMarker,0,1
4119,armourersWorkshop:blendingTool,item.armourersworkshop:blendingTool,0,1
4120,armourersWorkshop:mannequinTool,item.armourersworkshop:mannequinTool,0,1
4121,armourersWorkshop:wandOfStyle,item.armourersworkshop:wandOfStyle,0,1
4122,armourersWorkshop:soap,item.armourersworkshop:soap,0,1
4123,armourersWorkshop:dyeBottle,item.armourersworkshop:dyeBottle,0,1
4124,armourersWorkshop:guideBook,item.armourersworkshop:guideBook,0,1
4125,armourersWorkshop:armourersHammer,item.armourersworkshop:armourersHammer,0,1
4126,armourersWorkshop:debugTool,item.armourersworkshop:debugTool,0,1
4127,armourersWorkshop:skinUnlock,item.armourersworkshop:skinUnlock.0,0,1
4128,armourersWorkshop:linkingTool,item.armourersworkshop:linkingTool,0,1
4129,armourersWorkshop:armourContainer,item.armourersworkshop:armourContainer,0,64
4130,armourersWorkshop:armourContainerHead,item.armourersworkshop:armourContainerHead,165,1
4131,armourersWorkshop:armourContainerChest,item.armourersworkshop:armourContainerChest,240,1
4132,armourersWorkshop:armourContainerLegs,item.armourersworkshop:armourContainerLegs,225,1
4133,armourersWorkshop:armourContainerFeet,item.armourersworkshop:armourContainerFeet,195,1
4134,BiblioCraft:item.StockroomCatalog,item.StockroomCatalog,0,1
4135,BiblioCraft:item.PlumbLine,item.PlumbLine,0,1
4136,BiblioCraft:item.FramingSaw,item.FramingSaw,0,1
4137,BiblioCraft:item.FramingBoard,item.FramingBoard,0,64
4138,BiblioCraft:item.FramingSheet,item.FramingSheet,0,64
4139,BiblioCraft:item.TesterItem,item.TesterItem,0,1
4140,BiblioCraft:item.AtlasBook,item.AtlasBook,0,1
4141,BiblioCraft:item.AtlasPlate,item.AtlasPlate,0,1
4142,BiblioCraft:item.DeathCompass,item.DeathCompass,1,64
4143,BiblioCraft:item.PaintingCanvas,item.PaintingCanvas,0,64
4144,BiblioCraft:item.BigBook,item.BigBook,0,1
4145,BiblioCraft:item.RecipeBook,item.RecipeBook,0,1
4146,BiblioCraft:item.SlottedBook,item.SlottedBook,0,1
4147,BiblioCraft:item.HandDrill,item.HandDrill,0,1
4148,BiblioCraft:item.tapeMeasure,item.tapeMeasure,0,1
4149,BiblioCraft:item.tape,item.tape,0,64
4150,BiblioCraft:item.BiblioChase,item.BiblioChase,0,64
4151,BiblioCraft:item.PrintPlate,item.PrintPlate,0,1
4152,BiblioCraft:item.EnchantedPlate,item.EnchantedPlate,3,1
4153,BiblioCraft:item.BiblioRedBook,item.BiblioRedBook,0,64
4154,BiblioCraft:item.BiblioGlasses,item.BiblioGlasses,0,1
4155,BiblioCraft:item.BiblioDrill,item.BiblioDrill,0,1
4156,BiblioCraft:item.BiblioCreativeLock,item.BiblioCreativeLock,0,1
4157,BiblioCraft:item.BiblioClipboard,item.BiblioClipboard,0,1
4158,BiblioCraft:item.seatBack,item.seatBack,0,64
4159,BiblioCraft:item.seatBack2,item.seatBack,0,64
4160,BiblioCraft:item.seatBack3,item.seatBack,0,64
4161,BiblioCraft:item.seatBack4,item.seatBack,0,64
4162,BiblioCraft:item.seatBack5,item.seatBack,0,64
4163,BiblioCraft:item.BiblioMapTool,item.BiblioMapTool,0,1
4164,BiblioCraft:item.BiblioWayPointCompass,item.BiblioWayPointCompass,0,1
4165,malisisdoors:item.door_acacia,item.door_acacia,0,1
4166,malisisdoors:item.door_birch,item.door_birch,0,1
4167,malisisdoors:item.door_dark_oak,item.door_dark_oak,0,1
4168,malisisdoors:item.door_jungle,item.door_jungle,0,1
4169,malisisdoors:item.door_spruce,item.door_spruce,0,1
4170,malisisdoors:item.wood_sliding_door,item.wood_sliding_door,0,1
4171,malisisdoors:item.iron_sliding_door,item.iron_sliding_door,0,1
4172,malisisdoors:item.jail_door,item.jail_door,0,1
4173,malisisdoors:item.laboratory_door,item.laboratory_door,0,1
4174,malisisdoors:item.factory_door,item.factory_door,0,1
4175,malisisdoors:item.shoji_door,item.shoji_door,0,1
4176,malisisdoors:item.curtain_black,item.curtain_black,0,1
4177,malisisdoors:item.curtain_red,item.curtain_red,0,1
4178,malisisdoors:item.curtain_green,item.curtain_green,0,1
4179,malisisdoors:item.curtain_brown,item.curtain_brown,0,1
4180,malisisdoors:item.curtain_blue,item.curtain_blue,0,1
4181,malisisdoors:item.curtain_purple,item.curtain_purple,0,1
4182,malisisdoors:item.curtain_cyan,item.curtain_cyan,0,1
4183,malisisdoors:item.curtain_silver,item.curtain_silver,0,1
4184,malisisdoors:item.curtain_gray,item.curtain_gray,0,1
4185,malisisdoors:item.curtain_pink,item.curtain_pink,0,1
4186,malisisdoors:item.curtain_lime,item.curtain_lime,0,1
4187,malisisdoors:item.curtain_yellow,item.curtain_yellow,0,1
4188,malisisdoors:item.curtain_light_blue,item.curtain_light_blue,0,1
4189,malisisdoors:item.curtain_magenta,item.curtain_magenta,0,1
4190,malisisdoors:item.curtain_orange,item.curtain_orange,0,1
4191,malisisdoors:item.curtain_white,item.curtain_white,0,1
4192,malisisdoors:item.saloon,item.saloon,0,1
4193,malisisdoors:item.custom_door,item.custom_door,0,16
4194,malisisdoors:item.rustyHandle,item.rustyHandle,0,64
4195,malisisdoors:item.forcefieldItem,item.forcefieldItem,0,64
4196,birdsfoods:yogurt,item.yogurt,0,64
4197,birdsfoods:cheese,item.cheese,0,64
4198,birdsfoods:cooked_egg,item.cooked_egg,0,64
4199,birdsfoods:gravy,item.gravy,0,64
4200,birdsfoods:fish_and_chips,item.fish_and_chips,0,64
4201,birdsfoods:sunflower_seeds,item.sunflower_seeds,0,64
4202,birdsfoods:roasted_pumpkin_seeds,item.roasted_pumpkin_seeds,0,64
4203,birdsfoods:fugu,item.fugu,0,64
4204,birdsfoods:sashimi,item.sashimi,0,64
4205,birdsfoods:molasses,item.molasses,0,64
4206,birdsfoods:butter,item.butter,0,64
4207,birdsfoods:jam,item.jam,0,64
4208,birdsfoods:stuffed_potato,item.stuffed_potato,0,64
4209,birdsfoods:smothered_potato,item.smothered_potato,0,64
4210,birdsfoods:raw_crisps,item.raw_crisps,0,64
4211,birdsfoods:crisps,item.crisps,0,64
4212,birdsfoods:beef_jerky,item.beef_jerky,0,64
4213,birdsfoods:cold_chips,item.cold_chips,0,64
4214,birdsfoods:hot_chips,item.hot_chips,0,64
4215,birdsfoods:mashed_potato,item.mashed_potato,0,64
4216,birdsfoods:mashed_potato_gravy,item.mashed_potato_gravy,0,64
