/////////////////////////////////////

Block List
2019/10/18 01:29:57

/////////////////////////////////////

ID,RegisterName,UnlocalizedName,LightLevel,OpacityLevel
644,BambooMod:blobkbroom,tile.blobkbroom,0,255
645,BambooMod:bamboohuton,tile.bamboohuton,0,0
646,BambooMod:bamboomultiblock,tile.bamboomultiblock,0,0
647,BambooMod:alphamultiblock,tile.alphamultiblock,0,0
648,BambooMod:sakuracarpet,tile.sakuracarpet,0,0
649,BambooMod:decoPlaster,tile.decoPlaster,0,255
650,BambooMod:decoCurvePlaster,tile.decoCurvePlaster,0,255
651,BambooMod:decoDCurvePlaster,tile.decoDCurvePlaster,0,255
652,BambooMod:seaweed,tile.seaweed,0,0
653,BambooMod:beanPlant,tile.beanPlant,0,0
654,BambooMod:tomatoPlant,tile.tomatoPlant,0,0
655,BambooMod:villagerBlock,tile.villagerBlock,0,0
656,BambooMod:crossLamp,tile.crossLamp,15,0
657,BambooMod:bambooLiangThick,tile.bambooLiangThick,0,0
658,BambooMod:bambooLiangVLogThick,tile.bambooLiangVLogThick,0,0
659,BambooMod:bambooLiangVLog2Thick,tile.bambooLiangVLog2Thick,0,0
660,BambooMod:bambooLiangVWoodThick,tile.bambooLiangVWoodThick,0,0
661,BambooMod:bambooLiangThin,tile.bambooLiangThin,0,0
662,BambooMod:bambooLiangVLogThin,tile.bambooLiangVLogThin,0,0
663,BambooMod:bambooLiangVLog2Thin,tile.bambooLiangVLog2Thin,0,0
664,BambooMod:bambooLiangVWoodThin,tile.bambooLiangVWoodThin,0,0
665,BambooMod:maneki,tile.maneki,0,0
666,customnpcs:npcRedstoneBlock,tile.npcRedstoneBlock,0,255
667,customnpcs:npcCarpentyBench,tile.npcCarpentyBench,0,0
668,customnpcs:npcMailbox,tile.npcMailbox,0,0
669,customnpcs:npcWaypoint,tile.npcLocationBlock,0,255
670,customnpcs:npcBorder,tile.npcBorder,0,0
671,customnpcs:npcBloodBlock,tile.npcBloodBlock,1,0
672,customnpcs:npcBanner,tile.npcBanner,0,0
673,customnpcs:npcWallBanner,tile.npcWallBanner,0,0
674,customnpcs:npcTallLamp,tile.npcTallLamp,15,0
675,customnpcs:npcChair,tile.npcChair,0,0
676,customnpcs:npcCrate,tile.npcCrate,0,0
677,customnpcs:npcWeaponRack,tile.npcWeaponRack,0,0
678,customnpcs:npcCouchWool,tile.npcCouchWool,0,0
679,customnpcs:npcCouchWood,tile.npcCouchWood,0,0
680,customnpcs:npcTable,tile.npcTable,0,-1
681,customnpcs:npcStool,tile.npcStool,0,0
682,customnpcs:npcPlaceholder,tile.npcPlaceholder,0,255
683,customnpcs:npcBigSign,tile.npcBigSign,0,0
684,customnpcs:npcBarrel,tile.npcBarrel,0,0
685,customnpcs:npcTombstone,tile.npcTombstone,0,0
686,customnpcs:npcShelf,tile.npcShelf,0,0
687,customnpcs:npcSign,tile.npcSign,0,0
688,customnpcs:npcBeam,tile.npcBeam,0,0
689,customnpcs:npcBook,item.book,0,0
690,customnpcs:npcPedestal,tile.npcPedestal,0,0
691,customnpcs:npcCrystalBlock,item.npcCrystal,12,0
692,customnpcs:npcCampfire,tile.npcCampfire,15,0
693,customnpcs:npcLamp,tile.npcCandle,15,0
694,customnpcs:npcCandle,tile.npcLamp,15,0
695,customnpcs:npcCampfireUnlit,tile.npcCampfire,0,0
696,customnpcs:npcLampUnlit,tile.npcCandle,0,0
697,customnpcs:npcCandleUnlit,tile.npcLamp,0,0
698,oe:Udon00,tile.udon00,0,255
699,oe:Udon01,tile.udon01,0,255
700,oe:Udon06,tile.udon06,0,255
701,oe:Udon07,tile.udon07,0,255
702,oe:Udon10,tile.udon10,0,255
703,oe:Udon12,tile.udon12,0,255
704,oe:Udon14,tile.udon14,0,255
705,oe:Udon19,tile.udon19,0,255
706,oe:Udon22,tile.udon22,0,255
707,oe:Udon23,tile.udon23,0,255
708,oe:Udon30,tile.udon30,0,255
709,oe:Udon31,tile.udon31,0,255
710,oe:Udon32,tile.udon32,0,255
711,oe:Udon33,tile.udon33,0,255
712,oe:Udon34,tile.udon34,0,255
713,oe:Udon35,tile.udon35,0,255
714,oe:Udon36,tile.udon36,0,255
715,oe:Udon37,tile.udon37,0,255
716,oe:Udon38,tile.udon38,0,255
717,oe:Udon39,tile.udon39,0,255
718,oe:Udon40,tile.udon40,0,255
719,oe:Udon41,tile.udon41,0,255
720,oe:Udon42,tile.udon42,0,255
721,oe:Udon43,tile.udon43,0,255
722,oe:Udon44,tile.udon44,0,255
723,oe:Udon45,tile.udon45,0,255
724,oe:Udon46,tile.udon46,0,255
725,oe:Udon502,tile.udon502,0,255
726,oe:Udon503,tile.udon503,0,255
727,oe:Udon504,tile.udon504,0,255
728,oe:Udon505,tile.udon505,0,255
729,oe:Udon508,tile.udon508,0,255
730,oe:Udon509,tile.udon509,0,255
731,oe:Udon511,tile.udon511,0,255
732,oe:Udon513,tile.udon513,0,255
733,oe:Udon516,tile.udon516,0,255
734,oe:Udon517,tile.udon517,0,255
735,oe:Udon518,tile.udon518,0,255
736,oe:Udon521,tile.udon521,0,255
737,oe:BlackConcrete,tile.blackConcrete,0,255
738,oe:BlackTiles,tile.blackTiles,0,255
739,oe:HorizontalBlack,tile.horizontalBlack,0,255
740,oe:NoiseBarrier,tile.noiseBarrier,0,255
741,oe:SmoothStoneBlack,tile.smoothstoneBlack,0,255
742,oe:SmoothStoneWhite,tile.smoothstoneWhite,0,255
743,oe:VerticalBlack,tile.verticalBlack,0,255
744,oe:WhiteConcrete,tile.whiteConcrete,0,255
745,oe:WhiteTiles,tile.whiteTiles,0,255
746,oe:WhiteWall,tile.whiteWall,0,255
747,oe:YellowTiles,tile.yellowTiles,0,255
748,roadstuff:asphaltLine,tile.asphaltLine,0,255
749,roadstuff:asphaltYCross,tile.asphaltYCross,0,255
750,roadstuff:asphaltYCrossYellow,tile.asphaltYCrossYellow,0,255
751,roadstuff:asphaltXCrossYellow,tile.asphaltXCrossYellow,0,255
752,roadstuff:asphaltXCross,tile.asphaltXCross,0,255
753,roadstuff:asphaltBlock,tile.asphaltBlock,0,255
754,roadstuff:asphaltCorner,tile.asphaltCorner,0,255
755,roadstuff:asphaltCorner2,tile.asphaltCorner2,0,255
756,roadstuff:asphaltCorner3,tile.asphaltCorner3,0,255
757,roadstuff:asphaltArrow,tile.asphaltArrow,0,255
758,roadstuff:asphaltArrow2,tile.asphaltArrow2,0,255
759,roadstuff:asphaltWordExit,tile.asphaltWord1,0,255
760,roadstuff:singleSlabAsphalt,tile.slabAsphalt,0,0
761,roadstuff:doubleSlabAsphalt,tile.slabAsphalt,0,255
762,roadstuff:singleSlabAsphaltLine,tile.slabAsphaltLine,0,0
763,roadstuff:doubleSlabAsphaltLine,tile.slabAsphaltLine,0,255
764,roadstuff:singleSlabAsphaltCorner,tile.slabAsphaltCorner,0,0
765,roadstuff:doubleSlabAsphaltCorner,tile.slabAsphaltCorner,0,255
766,roadstuff:singleSlabAsphaltCornerDouble,tile.slabAsphaltCornerDouble,0,0
767,roadstuff:doubleSlabAsphaltCornerDouble,tile.slabAsphaltCornerDouble,0,255
768,roadstuff:concreteBlock,tile.concreteBlock,0,255
769,roadstuff:concreteLine,tile.concreteLine,0,255
770,roadstuff:concreteYCross,tile.concreteYCross,0,255
771,roadstuff:concreteXCross,tile.concreteXCross,0,255
772,roadstuff:concreteYCrossYellow,tile.concreteYCrossYellow,0,255
773,roadstuff:concreteXCrossYellow,tile.concreteXCrossYellow,0,255
774,roadstuff:concreteCorner,tile.concreteCorner,0,255
775,roadstuff:concreteCorner2,tile.concreteCorner2,0,255
776,roadstuff:concreteCorner3,tile.concreteCorner3,0,255
777,roadstuff:concreteArrow,tile.concreteArrow,0,255
778,roadstuff:concreteArrow2,tile.concreteArrow2,0,255
779,roadstuff:singleSlabConcrete,tile.slabConcrete,0,0
780,roadstuff:doubleSlabConcrete,tile.slabConcrete,0,255
781,roadstuff:singleSlabConcreteLine,tile.slabConcreteLine,0,0
782,roadstuff:doubleSlabConcreteLine,tile.slabConcreteLine,0,255
783,roadstuff:singleSlabConcreteCorner,tile.slabConcreteCorner,0,0
784,roadstuff:doubleSlabConcreteCorner,tile.slabConcreteCorner,0,255
785,roadstuff:singleSlabConcreteCornerDouble,tile.slabConcreteCornerDouble,0,0
786,roadstuff:doubleSlabConcreteCornerDouble,tile.slabConcreteCornerDouble,0,255
787,roadstuff:bitumenOre,tile.bitumenOre,0,255
788,roadstuff:cone,tile.cone,0,0
789,roadstuff:bitumenBlock,tile.bitumenBlock,0,255
790,roadstuff:trafficSign,tile.trafficSign,0,0
791,roadstuff:reflector,tile.reflector,0,0
792,Railcraft:fluid.creosote,tile.railcraft.fluid.creosote,0,0
793,Railcraft:fluid.steam,tile.railcraft.fluid.steam,0,0
794,Railcraft:residual.heat,tile.railcraft.residual.heat,0,0
795,Railcraft:cube,tile.railcraft.cube,0,255
796,Railcraft:anvil,tile.railcraft.anvil,0,0
797,Railcraft:machine.alpha,tile.railcraft.machine.alpha,0,255
798,Railcraft:machine.beta,tile.railcraft.machine.beta,0,0
799,Railcraft:track,tile.railcraft.track,0,0
800,Railcraft:track.elevator,tile.railcraft.track.elevator,0,0
801,Railcraft:signal,tile.railcraft.signal,0,0
802,Railcraft:stair,tile.railcraft.stair,0,255
803,Railcraft:slab,tile.railcraft.slab,0,0
804,Railcraft:lantern.stone,tile.railcraft.lantern.stone,14,0
805,Railcraft:lantern.metal,tile.railcraft.lantern.metal,14,0
806,Railcraft:brick.abyssal,tile.railcraft.brick.abyssal,0,255
807,Railcraft:brick.bleachedbone,tile.railcraft.brick.bleachedbone,0,255
808,Railcraft:brick.bloodstained,tile.railcraft.brick.bloodstained,0,255
809,Railcraft:brick.frostbound,tile.railcraft.brick.frostbound,0,255
810,Railcraft:brick.infernal,tile.railcraft.brick.infernal,0,255
811,Railcraft:brick.quarried,tile.railcraft.brick.quarried,0,255
812,Railcraft:brick.sandy,tile.railcraft.brick.sandy,0,255
813,Railcraft:brick.nether,tile.railcraft.brick.nether,0,255
814,Railcraft:post,tile.railcraft.post,0,0
815,Railcraft:post.metal,tile.railcraft.post.metal,0,0
816,Railcraft:post.metal.platform,tile.railcraft.post.metal.platform,0,0
817,Railcraft:wall.alpha,tile.railcraft.wall.alpha,0,0
818,Railcraft:wall.beta,tile.railcraft.wall.beta,0,0
819,Railcraft:glass,tile.railcraft.glass,0,0
820,Railcraft:detector,tile.railcraft.detector,0,255
821,Railcraft:machine.gamma,tile.railcraft.machine.gamma,0,0
822,Railcraft:machine.epsilon,tile.railcraft.machine.epsilon,0,255
823,Railcraft:ore,tile.railcraft.ore,0,255
824,Railcraft:worldlogic,tile.railcraft.worldlogic,0,255
825,Railcraft:firestone.recharge,tile.railcraft.firestone.recharge,15,0
826,Railcraft:frame,tile.railcraft.frame,0,0
827,Railcraft:machine.delta,tile.railcraft.machine.delta,0,0
828,ForgeRelocation:relocation.blockmovingrow,tile.relocation.blockmovingrow,0,0
829,MCFrames:mcframes.motor,tile.mcframes.motor,0,0
830,MCFrames:mcframes.frame,tile.mcframes.frame,0,0
831,mfw:MFW.FerrisCore,tile.FerrisCore,0,0
832,mfw:MFW.FerrisConstructor,tile.FerrisConstructor,0,0
833,mfw:MFW.FerrisBasketConstructor,tile.FerrisBasketConstructor,0,0
834,mfw:MFW.FerrisConnector,tile.FerrisConnector,0,0
835,mfw:MFW.FerrisSupporter,tile.FerrisSupporter,0,0
836,mfw:MFW.FerrisRemoteController,tile.FerrisRemoteController,0,255
837,mfw:MFW.FileManager,tile.FerrisFileManager,0,0
838,mfw:MFW.Cutter,tile.FerrisCutter,0,255
839,mfw:MFW.chunkLoader,tile.FerrisChunkLoader,0,255
840,mfw:MFW.SeatToSit,tile.FerrisSeatToSit,0,0
841,mfw:MFW.BlockSyabuNabe,tile.blockSyabuNabe,0,0
842,modelcitizens:blockModelCitizen,tile.blockModelCitizen,0,0
843,ProjRed|Exploration:projectred.exploration.ore,tile.projectred.exploration.ore,0,255
844,ProjRed|Exploration:projectred.exploration.stone,tile.projectred.exploration.stone,0,255
845,ProjRed|Exploration:projectred.exploration.stonewalls,tile.projectred.exploration.stonewalls,0,0
846,ProjRed|Exploration:projectred.exploration.lily,tile.projectred.exploration.lily,0,0
847,ProjRed|Exploration:projectred.exploration.barrel,tile.projectred.exploration.barrel,0,0
848,ProjRed|Fabrication:projectred.integration.icblock,tile.projectred.integration.icblock,0,0
849,ProjRed|Illumination:projectred.illumination.lamp,tile.projectred.illumination.lamp,0,255
850,ProjRed|Illumination:projectred.illumination.airousLight,tile.projectred.illumination.airousLight,0,0
851,ProjRed|Expansion:projectred.expansion.machine1,tile.projectred.expansion.machine1,0,255
852,ProjRed|Expansion:projectred.expansion.machine2,tile.projectred.expansion.machine2,0,255
